doi,field,crossref,openalex,s2,label
10.52783/jes.2591,authors,Rudresh Shirwaikar,Rudresh Deepak Shirwaikar,R. Shirwaikar; Dr. V. Anitha; Dr. Vuda Sreenivasa; Rao; Ashish Kumar Kaushal; Dr. Shital Kakad; Dr. Mohammad Ahmar Khan,variant
10.1101/2024.02.03.24302291,authors,Faisal Ahmed; Baris Coskunuzer,Faisal Ahmed; Barış Coşkunuzer,Faisal Ahmed; Member Ieee Baris Coskunuzer,variant
10.3390/jimaging8060155,authors,Kyriakos D. Apostolidis; George A. Papakostas,Kyriakos D. Apostolidis; George A. Papakostas,Kyriakos D. Apostolidis; G. Papakostas,variant
10.59544/wobh4884/icricc23p26,authors,Anu Rakhi PS; Rajesh RS,Anu Rakhi PS; Rajesh RS,Anushalin P.S; Rajesh Rs,variant
10.1101/2024.10.31.24316486,authors,Gaku Kondo,G. Kondo,G. Kondo,variant
10.1101/580852,authors,Ying Liu; Feixiao Long,Ying Liu; Feixiao Long,Y. Liu; Feixiao Long,variant
10.52783/jes.6263,title,Navigating the Depths:  A Comprehensive study of Deep Learning and its Advancements in Medical Image Analysis,Navigating the Depths: A Comprehensive study of Deep Learning and its Advancements in Medical Image Analysis,Navigating the Depths: A Comprehensive study of Deep Learning and its Advancements in Medical Image Analysis,variant
10.52783/jes.6263,authors,Venkata Sai Prasad Sunkara,Venkata Sai Prasad Sunkara,V. Sai; Venkata Sai Prasad Sunkara; Leela Kumari Balivada,variant
10.4018/978-1-7998-6690-9.ch008,year,2021,2020,2021,variant
10.4018/978-1-7998-6690-9.ch008,journal,Advances in Computational Intelligence and Robotics,Advances in computational intelligence and robotics book series,Handbook of Research on Deep Learning-Based Image Analysis Under Constrained and Unconstrained Environments,substantive
10.4018/978-1-7998-6690-9.ch008,authors,Vijayarajan Rajangam; Sangeetha N.; Karthik R.; Kethepalli Mallikarjuna,Vijayarajan Rajangam; N. Sangeetha; R. Karthik; Kethepalli Mallikarjuna,Vijayarajan Rajangam; S. N.; K. R.; Kethepalli Mallikarjuna,variant
10.30574/wjarr.2024.21.2.0294,authors,Khushboo Ansarul-Haque Shaikh,Khushboo Ansarul-Haque Shaikh,K. Shaikh; Khushboo Ansarul-Haque; Shaikh,variant
10.1166/jmihi.2020.2892,journal,Journal of Medical Imaging and Health Informatics,Journal of Medical Imaging and Health Informatics,J. Medical Imaging Health Informatics,substantive
10.1093/mictod/qaae082,authors,Sreenivas Bhattiprolu,Sreenivas Bhattiprolu,S. Bhattiprolu,variant
10.21928/uhdjst.v4n2y2020.pp75-90,journal,UHD Journal of Science and Technology,UHD Journal of Science and Technology,,substantive
10.21928/uhdjst.v4n2y2020.pp75-90,authors,Bakhtyar Ahmed Mohammed; Muzhir Shaban Al-Ani,Bakhtyar Ahmed Mohammed; Muzhir Shaban Al-Ani,Bakhtyar Ahmed Mohammed; M. Al-Ani,variant
10.1177/14604582241255584,authors,Vertika Agarwal; MC Lohani; Ankur Singh Bist,Vertika Agarwal; MC Lohani; Ankur Singh Bist,Vertika Agarwal; MC Lohani; A. Bist,variant
10.47363/jaicc/2023(2)388,journal,Journal of Artificial Intelligence &amp; Cloud Computing,Journal of Artificial Intelligence & Cloud Computing,Journal of Artificial Intelligence &amp; Cloud Computing,variant
10.47363/jaicc/2023(2)388,authors,Janardhana Rao Sunkara,Janardhana Rao Sunkara,J. Sunkara,variant
10.1155/2021/6215281,journal,Computational Intelligence and Neuroscience,Computational Intelligence and Neuroscience,Comput. Intell. Neurosci.,substantive
10.1155/2021/6215281,authors,Adekanmi Adeyinka Adegun; Serestina Viriri; Roseline Oluwaseun Ogundokun,Adekanmi Adeyinka Adegun; Serestina Viriri; Roseline Oluwaseun Ogundokun,A. Adegun; Serestina Viriri; R. Ogundokun,variant
10.47715/jpc.978-93-91303-40-2,journal,,Jupiter Publications Consortium eBooks,,substantive
10.47715/jpc.978-93-91303-40-2,authors,Dr. S. Mohankumar; Kavita Bhatt,S. Mohan Kumar; Kavita Bhatt,M Kumar S; Kavita Bhatt,variant
10.1002/ima.23173,authors,Zahraa Al‐Milaji; Hayder Yousif,Zahraa Al‐Milaji; Hayder Yousif,Zahraa Al-Milaji; Hayder Yousif,variant
10.63856/6gghdd64,authors,Dr. Mandeep Kaur,Mandeep Kaur,D. Kaur,variant
10.56541/rakl2135,authors,Kris McCombe; Stephanie Craig; Jacqueline James; Richard Gault,Kris McCombe; Stephanie G. Craig; Jacqueline A. James; Richard Gault,Kris D. McCombe; Stephanie G Craig; Jacqueline A. James; R. Gault,variant
10.3390/app13148295,authors,Kusum Lata; Linga Reddy Cenkeramaddi,Kusum Lata; Linga Reddy Cenkeramaddi,K. Lata; Linga Reddy Cenkeramaddi,variant
10.6913/mrhk.040202,year,2025,2022,2022,substantive
10.70135/seejph.vi.891,authors,D. Jayasutha; TVS Divakar; P.M.Sithar Selvam; Raja Ambethkar M; P. Vigneshkumar; Sunil Kumar,D. Jayasutha; T. V. S. Divakar; P.M.Sithar Selvam; Raja Ambethkar M; P. Vigneshkumar; Sunil Kumar,D. Jayasutha; T. Divakar; Premkumar Selvam; Raja Ambethkar M; P. Vigneshkumar; Sunil Kumar,variant
10.3390/app12083997,authors,Andreea Bianca Popescu; Ioana Antonia Taca; Anamaria Vizitiu; Cosmin Ioan Nita; Constantin Suciu; Lucian Mihai Itu; Alexandru Scafa-Udriste,Andreea Bianca Popescu; Ioana Antonia Taca; Anamaria Vizitiu; Cosmin Nita; Constantin Suciu; Lucian Itu; Alexandru Scafa‐Udriște,Andreea Bianca Popescu; Ioana Antonia Taca; A. Vizitiu; C. Nita; C. Suciu; L. Itu; Alexandru Scafa-Udriște,variant
10.52783/cana.v32.4008,title,A Comprehensive Review of Image-Based Concrete Crack  Analysis Using Deep Learning,A Comprehensive Review of Image-Based Concrete Crack Analysis Using Deep Learning,A Comprehensive Review of Image-Based Concrete Crack Analysis Using Deep Learning,variant
10.52783/cana.v32.4008,authors,Vidya V V,V Vidya,Ananth Prabhu; Melwin D Souza,variant
10.35377/saucis.02.01.541366,authors,Pakize Erdoğmuş,Pakize Erdoğmuş,P. Erdoğmuş,variant
10.58496/bjml/2024/008,authors,M.Sahaya Sheela; S. Gopalakrishnan; I.Parvin Begum; J. Jasmine Hephzipah; M Gopianand; D. Harika,M.Sahaya Sheela; S. Gopalakrishnan; I. Parvin Begum; J. Jasmine Hephzipah; M. Gopianand; D. Harika,M. Sheela; S. Gopalakrishnan; I.Parvin Begum; J. Hephzipah; M. Gopianand; D. Harika,variant
10.69554/wnob1318,journal,"Journal of Building Survey, Appraisal &amp; Valuation","Journal of building survey, appraisal & valuation","Journal of Building Survey, Appraisal &amp; Valuation",variant
10.33395/sinkron.v8i2.13584,authors,Fitri Wibowo; Suheri Suheri; Pausta Yugianus,Fitri Wibowo; Suheri Suheri; Pausta Yugianus,F. Wibowo; Suheri Suheri; Pausta Yugianus,variant
10.3390/su172210313,authors,Dillip Kumar Das,Dillip Kumar Das,D. K. Das,variant
10.1038/s41597-020-0398-6,authors,Jessica Granderson; Guanjing Lin; Ari Harding; Piljae Im; Yan Chen,Jessica Granderson; Guanjing Lin; Ari Harding; Piljae Im; Yan Chen,J. Granderson; Guanjing Lin; Ari Harding; Piljae Im; Yan Chen,variant
10.52783/pmj.v34.i4.1866,journal,Panamerican Mathematical Journal,Panamerican mathematical journal.,Panamerican Mathematical Journal,variant
10.52783/pmj.v34.i4.1866,authors,Monica Kalbande,Monica Kalbande,Monica Kalbande; Y. Gaidhani; Tejaswini Panse; Navnath B. Pokale; Dr. Madhuri A Tayal; Dr. Mininath Bendre,variant
10.3390/en18051269,authors,Fateme Dinmohammadi; Anaah M. Farook; Mahmood Shafiee,Fateme Dinmohammadi; Anaah M. Farook; Mahmood Shafiee,F. Dinmohammadi; Anaah M. Farook; Mahmood Shafiee,variant
10.70470/estidamaa/2024/006,journal,ESTIDAMAA,ESTIDAMAA.,ESTIDAMAA,variant
10.1038/s41597-021-00989-6,authors,Han Li; Zhe Wang; Tianzhen Hong,Han Li; Zhe Wang; Tianzhen Hong,Han Li; Zhe Wang; T. Hong,variant
10.55529/jeet.36.1.12,title,Development of IoT Enabled Energy Saving Smart Lighting and HVAC System for Building                   Environment,Development of IoT Enabled Energy Saving Smart Lighting and HVAC System for Building Environment,Development of IoT Enabled Energy Saving Smart Lighting and HVAC System for Building Environment,variant
10.55529/jeet.36.1.12,authors,Lindsey Velany Colaco; Dr. Virani Hassanali; Mr. Mohinish Naik,Lindsey Velany Colaco; Virani Hassanali; Mr. Mohinish Naik,L. Colaco; Dr. Virani Hassanali; M. M. Naik,variant
10.18510/ijsrtm.2015.348,journal,International Journal of Students' Research in Technology &amp; Management,International Journal of Students Research in Technology & Management,International Journal of Students' Research in Technology & Management,variant
10.18510/ijsrtm.2015.348,authors,P. Deepak; Z. Anees Hussain,P. Deepak; Zafar Hussain,Deepak P; Z. Hussain,variant
10.63686/jies.v1i3021,authors,Vulchi Siva Prasad,V. Prasad,Vulchi Siva Prasad,variant
10.63891/j-mart.v1i4.128,title,Smart Building Energy Management System Using IoT  and Artificial Intelligence,Smart Building Energy Management System Using IoT and Artificial Intelligence,Smart Building Energy Management System Using IoT and Artificial Intelligence,variant
10.26634/jiot.2.1.20870,authors,Debjit Mukherjee; Sayan Mondal; Darothee Deyashi; Krishna Sarker,Debjit Mukherjee; Sayan Mondal; Darothee Deyashi; Krishna Sarker,Debjita Mukherjee; Sayanton Mondal; Darothee Deyashi; K. Sarker,variant
10.4018/978-1-5225-7811-6.ch001,journal,Advances in Multimedia and Interactive Technologies,Advances in multimedia and interactive technologies book series,Research Anthology on Smart Grid and Microgrid Development,substantive
10.4018/978-1-5225-7811-6.ch001,authors,Lipi Chhaya,Lipi Chhaya,L. Chhaya,variant
10.3390/en13061449,authors,Alessandro Cannavale; Ubaldo Ayr; Francesco Fiorito; Francesco Martellotta,Alessandro Cannavale; Ubaldo Ayr; Francesco Fiorito; Francesco Martellotta,A. Cannavale; U. Ayr; F. Fiorito; F. Martellotta,variant
10.53759/7669/jmc202505066,authors,Hee Woong Jeong,Hongsik Jeong,Hee-woong Jeong,variant
10.4018/978-1-7998-7023-4.ch008,authors,Hussain Attia,Hussain Attia,H. Attia,variant
10.17762/ijritcc.v10i8.5680,authors,Supriya Addanke; R Anandan; P. Venkata Krishna,Supriya Addanke; R. Anandan; P. Venkata Krishna,Supriya Addanke; R. Anandan; P. V. Krishna,variant
10.62672/joease.v3i3.148,authors,Wildan Arasid; Diky Zakaria; Cep Ubad Abdullah,Wildan Arasid; Diky Zakaria; Cep Ubad Abdullah,W. Arasid; Diky Zakaria; C. U. Abdullah,variant
10.1007/s12053-023-10088-7,authors,Jenny Palm; Emma Bryngelson,Jenny Palm; Emma Bryngelson,J. Palm; Emma Bryngelson,variant
10.56982/dream.v2i10.195,journal,"Journal of Digitainability, Realism &amp; Mastery (DREAM)",Journal of Digitainability Realism & Mastery (DREAM),"Journal of Digitainability, Realism &amp; Mastery (DREAM)",variant
10.47974/jios-1556,authors,Sneha Sneha; Prabh Deep Singh; Vikas Tripathi,Sneha Sneha; Prabhdeep Singh; Vikas Tripathi,Sneha Sneha; P. Singh; Vikas Tripathi,variant
10.3390/electronics14030407,authors,Zheng Xu; Jemal Abawajy,Zheng Xu; Jemal Abawajy,Zheng Xu; J. Abawajy,variant
10.1007/s12053-024-10272-3,authors,Amy Van Sant; Omkar Ghatpande; Robin Tuttle; Kim Trenbath,Amy Van Sant; Omkar Ghatpande; Robin Tuttle; Kim Trenbath,Amy Van Sant; Omkar A. Ghatpande; Robin Tuttle; Kim Trenbath,variant
10.33116/ije.v5i1.114,authors,Laurentius Kevin Hendinata; Ahmad Ilham Rokhul Fikri; Michael Alfano Suprapto,Laurentius Kevin Hendinata; Ahmad Ilham Rokhul Fikri; Michael Alfano Suprapto,Laurentius Kevin Hendinata; A. I. R. Fikri; M. A. Suprapto,variant
10.2118/211828-ms,journal,ADIPEC,,"Day 1 Mon, October 31, 2022",substantive
10.55927/fjcis.v4i1.14084,authors,I Wayan Dikse Pancane; Yudi Hermawan; I Nyoman Indra Kumara,I Wayan Dikse Pancane; Yudi Hermawan; I Nyoman Indra Kumara,Wayan Dikse Pancane; Yudi Hermawan; I. Nyoman; I. Kumara; I. Wayan; Dikse Pancane,variant
10.1007/s12053-023-10097-6,authors,M. Hummel; A. Müller; S. Forthuber; L. Kranzl; B. Mayr; R. Haas,Marcus Hummel; Andreas Müller; Sebastian Forthuber; Lukas Kranzl; Bernhard Mayr; Rüdiger Haas,M. Hummel; A. Müller; S. Forthuber; L. Kranzl; B. Mayr; R. Haas,variant
10.3390/en14165083,authors,Abdul Hasib Siddique; Sumaiya Tasnim; Fahim Shahriyar; Mehedi Hasan; Khalid Rashid,Abdul Hasib Siddique; Sumaiya Tasnim; Fahim Shahriyar; Mehedi Hasan; K. Rashid,A. Siddique; Sumaiya Tasnim; Fahim Shahriyar; Mehedi Hasan; K. Rashid,variant
10.21467/proceedings.7.4.5,authors,Jainish Prathmesh Shah,Jainish Prathmesh Shah,Jainish Shah,variant
10.18540/jcecvl9iss9pp16423-01e,authors,Ochuko Felix Orikpete; Samuel Ikemba; Daniel Raphael Ejike Ewim,Ochuko Felix Orikpete; Samuel Ikemba; Daniel Raphael Ejike Ewim,O. Orikpete; Samuel Ikemba; D. Ewim,variant
10.71364/ijte.v1i2.9,journal,International Journal of Technology &amp; Energy,International Journal of Technology & Energy,International Journal of Technology &amp; Energy,variant
10.71364/ijte.v1i2.9,authors,Otnial Anderias Mone; Yustinus Sanda Bungin Ada; Rochani Rochani; Yusak Mukkun; Duma Pabiban; Frans Mangngi,Otnial Anderias Mone; Yustinus Sanda Bungin Ada; Rochani Rochani; Yusak Mukkun; Duma Pabiban; Frans Mangngi,O. A. Mone; Y. S. B. Ada; Rochani Rochani; Yusak Mukkun; Duma Pabiban; Frans Mangngi,variant
10.26634/jiot.2.2.20808,authors,Gourikrishna J. S.; Ajay Krishnan S. S.; Mukesh M.; Sruthy S. S.; Nisha Evangelin L.,Gourikrishna J. S; Ajay Krishnan S. S.; Mukesh M.; Sruthy S. S.; Nisha Evangelin L,G. J. S.; A. S.; M. M.; Sruthy S. S.; N. L,variant
10.54914/jtt.v11i1.1897,authors,Ewin Suciana; Muhammad Hudzaifah Nasrullah; Duta Arief Christanto; Dede Cahyadi; Lilik Tiara Giantri,Ewin Suciana; Muhammad Hudzaifah Nasrullah; Duta Arief Christanto; Dede Cahyadi; Lilik Tiara Giantri,Ewin Suciana; M. Nasrullah; Duta Arief Christanto; Dede Cahyadi; Lilik Tiara Giantri,variant
10.3390/smartcities8030084,authors,Moutaz Haddara; Ingeborg Johnsen; Julie Løes; Karippur Nanda Kumar,Moutaz Haddara; Ingeborg Johnsen; Julie Løes; Nanda Kumar Karippur,M. Haddara; Ingeborg Johnsen; Julie Løes; Karippur Nanda Kumar,variant
10.3390/su10082620,authors,Susanne Geissler; Doris Österreicher; Ene Macharm,Susanne Geissler; Doris Österreicher; Ene Macharm,S. Geissler; D. Österreicher; Ene Macharm,variant
10.1520/ssms20200056,journal,Smart and Sustainable Manufacturing Systems,Smart and Sustainable Manufacturing Systems,,substantive
10.1520/ssms20200056,pages,307-313,307-313,20200056,substantive
10.1520/ssms20200056,authors,Shane Terry; Prashant Nagapurkar; Sujit Das,Shane Terry; Prashant Nagapurkar; Sujit Das,S. Terry; P. Nagapurkar; Sujit Das,variant
10.52151/aet2025491.1819,authors,KVR Rao,K. V. Ramana Rao,KVR Rao,variant
10.3390/buildings11120613,authors,Ali Bagheri; Konstantinos N. Genikomsakis; Sesil Koutra; Vasileios Sakellariou; Christos S. Ioakimidis,Ali Bagheri; Konstantinos N. Genikomsakis; Sesil Koutra; Vasileios I. Sakellariou; Christos S. Ioakimidis,A. Bagheri; K. N. Genikomsakis; Sesil Koutra; Vasileios Sakellariou; C. Ioakimidis,variant
10.1007/s12053-023-10138-0,authors,Line Valdorff Madsen; Anders Rhiger Hansen; Simon Peter Aslak Kondrup Larsen,Line Valdorff Madsen; Anders Rhiger Hansen; Simon Peter Aslak Kondrup Larsen,Line Valdorff Madsen; A. R. Hansen; Simon Peter Aslak Kondrup Larsen,variant
10.46557/001c.94671,year,2025,2024,2024,variant
10.36647/ijermce/10.06.a001,authors,Najmeh Bitaab; Alireza Rahimi; Shima Talebian,Najmeh Bitaab; Alireza Rahimi; Shima Talebian,N. Bitaab; A. Rahimi; Shima Talebian,variant
10.3390/ma10010053,authors,Onruthai Srirodpai; Jatuphorn Wootthikanokkhan; Saiwan Nawalertpanya; Kitti Yuwawech; Vissanu Meeyoo,Onruthai Srirodpai; Jatuphorn Wootthikanokkhan; Saiwan Nawalertpanya; Kitti Yuwawech; Vissanu Meeyoo,Onruthai Srirodpai; J. Wootthikanokkhan; S. Nawalertpanya; Kitti Yuwawech; V. Meeyoo,variant
10.64751/ijdim.2025.v4.n3.pp157-163,authors,J. Prashanthi; Ch. Poojitha; T. Maruthi Megansh; K. shiva kumar; Amol rathod,J. Prashanthi; Ch. Poojitha; T. Maruthi Megansh; Keshav Kumar; Akshada Rathod,J. Prashanthi; Ch. Poojitha; T. Maruthi Megansh; K. shiva kumar; Amol rathod,variant
10.52783/jes.2560,authors,D.Hemanand,D. Hemanand,D.Hemanand; C. Bhuvaneswari; S.Savitha; M.Jothi; R. Rama,variant
10.3390/iot1010006,authors,William Hurst; Casimiro A. Curbelo Montañez; Nathan Shone,William Hurst; Casimiro Curbelo Montañez; Nathan Shone,William Hurst; C. C. Montañez; Nathan Shone,variant
10.3390/rs13193847,journal,Remote Sensing,Remote Sensing,Remote. Sens.,variant
10.3390/rs13193847,pages,3847,3847-3847,3847,variant
10.3390/rs13193847,authors,Yaa Takyiwaa Acquaah; Balakrishna Gokaraju; Raymond C. Tesiero; Gregory H. Monty,Yaa Takyiwaa Acquaah; Balakrishna Gokaraju; Raymond Tesiero; Gregory H. Monty,Y. Acquaah; B. Gokaraju; Raymond C. Tesiero; G. Monty,variant
10.32920/ryerson.14649054.v1,year,2023,2021,2013,substantive
10.1108/ijesm-11-2017-0006,year,2019,2018,2019,variant
10.1108/ijesm-11-2017-0006,authors,Kiran Ahuja; Arun Khosla,Kiran Ahuja; Arun Khosla,Kiran Ahuja; A. Khosla,variant
10.59324/ejtas.2024.2(3).43,authors,Aliyu Sabo; Hamza Ozovehe Suleiman; Yakubu Dahiru; Nicholas Daniel Jatau; Abdulmalik Yusuf; Ashaheme Temple Chikodi,Aliyu Sabo; Hamza Ozovehe Suleiman; Yakubu Dahiru; Nicholas Daniel Jatau; Abdulmalik Yusuf; Ashaheme Temple Chikodi,A. Sabo; Hamza Ozovehe Suleiman; Yakubu Dahiru; Nicholas Daniel Jatau; Abdulmalik Yusuf; Ashaheme Temple Chikodi,variant
10.56134/jst.v4i1.110,authors,M. Ikhsan U; Andani Achmad; Supriadi Sahibu; Nim Von-Lind,Mahanthesha U; Andani Achmad; Supriadi Sahibu; Nim Von-Lind,M. Ikhsan U; Andani Achmad; Supriadi Sahibu; Nim Von-Lind,variant
10.1007/s12053-023-10146-0,authors,Tensay Hadush Meles; Niall Farrell; John Curtis,Tensay Hadush Meles; Niall Farrell; John Curtis,T. Meles; Niall Farrell; J. Curtis,variant
10.1007/s12053-024-10280-3,year,2025,2024,2024,variant
10.1007/s12053-024-10280-3,authors,Mikkel Vindegg; Tom Erik Julsrud,Mikkel Vindegg; Tom Erik Julsrud,Mikkel Vindegg; T. Julsrud,variant
10.3390/su13168876,authors,Alessio Faccia; Francesco Manni; Fabian Capitanio,Alessio Faccia; Francesco Manni; Fabian Capitanio,Alessio Faccia; F. Manni; F. Capitanio,variant
10.31763/iota.v5i4.1038,authors,Ida Ayu Putu Ayunda Aprilia Sugiantari,Ida Ayu Putu Ayunda Aprilia Sugiantari,I. G. A. N. Sugiantari,variant
10.1007/s43621-025-01533-x,authors,Bence Lukács; Robert C. Rickards; Péter Molnár; Alex Suta; Árpád Tóth,Bence Lukács; Robert C. Rickards; Péter Molnár; Alex Suta; Árpád Tóth,Bence Lukács; Robert C. Rickards; Péter Molnár; A. Suta; Árpád Tóth,variant
10.30871/jaat.v10i2.11261,authors,Tri Wulandari; Syafrida Hani; Maya Sari,Tri Wulandari; Syafrida Hani; Maya Sari,Tri Wulandari; Syafrida Hani; M. Sari,variant
10.1051/e3sconf/202345101017,authors,Irina N. Tkachenko; Lyudmila A. Ramenskaya,Ирина Ткаченко; Lyudmila A. Ramenskaya,I. N. Tkachenko; L. A. Ramenskaya,variant
10.22219/jaa.v7i4.30345,authors,Juli Riyanto Tri Wijaya; Eliada Herwiyanti,Juli Riyanto Tri Wijaya; Eliada Herwiyanti,J. Wijaya; Eliada Herwiyanti,variant
10.3390/su17177812,authors,Chih-Feng Liao,Chaomei Liao,Chih-Feng Liao,variant
10.3390/su15010200,authors,Hebah Shalhoob; Khaled Hussainey,Hebah Shalhoob; Khaled Hussainey,Hebah Shalhoob; K. Hussainey,variant
10.3390/su14137595,authors,Silvia Carnini Pulino; Mirella Ciaburri; Barbara Sveva Magnanelli; Luigi Nasta,Silvia Carnini Pulino; Mirella Ciaburri; Barbara Sveva Magnanelli; Luigi Nasta,Silvia Carnini Pulino; M. Ciaburri; Barbara Sveva Magnanelli; L. Nasta,variant
10.3390/su16219390,authors,Miao Li; Rajah Rasiah,Miao Li; Rajah Rasiah,Miao Li; R. Rasiah,variant
10.3390/su9040624,pages,624,624-624,624,variant
10.61954/2616-7107/2025.9.4-4,authors,Bengü Yardımcı; Banu Esra Aslanertik,Bengü Yardımcı; Banu Esra Aslanertik,Bengü Yardımcı; B. Aslanertik,variant
10.3390/su13116242,authors,Chammy Lau; Irini Lai Fun Tang; Wilco Chan,Chammy Lau; Irini Lai Fun Tang; Wilco Chan,Chammy Lau; I. L. Tang; W. Chan,variant
10.24040/aap.2025.22.spec.iss.12-17,journal,Acta Aerarii Publici,Acta aerarii publici.,Acta Aerarii Publici,variant
10.3390/su9122322,pages,2322,2322-2322,2322,variant
10.3390/su9122322,authors,Patrycja Hąbek,Patrycja Hąbek,P. Hąbek,variant
10.3390/su17073033,authors,Ana Moreira; Ana Cláudia Rodrigues; Marisa R. Ferreira,Ana C. Moreira; Ana Cláudia Rodrigues; Marisa R. Ferreira,Ana Moreira; Ana Cláudia Rodrigues; Marisa R. Ferreira,variant
10.3390/su10124393,authors,Renato Camodeca; Alex Almici; Umberto Sagliaschi,Renato Salvatore Camodeca; Alex Almici; Umberto Sagliaschi,R. Camodeca; Alex Almici; Umberto Sagliaschi,variant
10.3390/su142315760,authors,Jaime F. Lavin; Alejandro A. Montecinos-Pearce,Jaime F. Lavín; Alejandro Montecinos‐Pearce,Jaime F. Lavín; Alejandro A. Montecinos-Pearce,variant
10.3390/su17219567,authors,Xiongzhi Wang,Xiongzhi Wang,Xiong-zhi Wang,variant
10.5430/ijfr.v9n4p19,authors,Nobuhito Ochi,Nobuhito Ochi,N. Ochi,variant
10.3390/su11174612,authors,Giorgio Mion; Cristian R. Loza Adaui,Giorgio Mion; Cristian R. Loza Adaui,Giorgio Mion; C. R. Loza Adaui,variant
10.1108/s1479-351220200000034005,journal,Non-Financial Disclosure and Integrated Reporting: Practices and Critical Issues,,,substantive
10.1108/s1479-351220200000034005,authors,Giorgio Mion; Cristian R. Loza Adaui,Giorgio Mion; Cristian R. Loza Adaui,Giorgio Mion; C. L. Adaui,variant
10.36948/ijfmr.2024.v06i02.16547,authors,Nandhana K P -; Dr. Swaricha Johri -,K P - Nandhana; Swaricha Johri -,Nandhana K P; Dr. Swaricha Johri,variant
10.5539/ibr.v11n6p185,pages,185,185-185,185,variant
10.3390/su12093910,pages,3910,3910-3910,3910,variant
10.3390/su12093910,authors,Maha Faisal Alsayegh; Rashidah Abdul Rahman; Saeid Homayoun,Maha Faisal Alsayegh; Rashidah Abdul Rahman; Saeid Homayoun,M. Alsayegh; Rashidah Abdul Rahman; Saeid Homayoun,variant
10.3390/su17198814,authors,Andreas-Errikos Delegkos; Michalis Skordoulis; Petros Kalantonis,Andreas-Errikos Delegkos; Michalis Skordoulis; Petros Kalantonis,A. Delegkos; M. Skordoulis; P. Kalantonis,variant
10.3390/su13094732,pages,4732,4732-4732,4732,variant
10.3390/su13094732,authors,Mărioara Beleneși; Victoria Bogdan; Dorina Nicoleta Popa,Belenesi Marioara; Victoria Bogdan; Dorina Nicoleta Popa,Mărioara Beleneși; Victoria Bogdan; D. Popa,variant
10.3390/su17093836,authors,Mohammed Alomair; Abdelmoneim Bahyeldin Mohamed Metwally,Mohammed Alomair; Abdelmoneim Bahyeldin Mohamed Metwally,Mohammed Alomair; A. Metwally,variant
10.3390/su172310583,authors,Lianghai Wu; Hao Sun; Liwen Chen,L. J. Wu; Hao Sun; Lejiamei Chen,Lianghai Wu; Hao Sun; Liwen Chen,variant
10.47191/jefms/v8-i7-67,journal,"Journal of Economics, Finance And Management Studies",Journal of Economics Finance and Management Studies,"Journal of Economics, Finance And Management Studies",variant
10.47191/jefms/v8-i7-67,authors,"Yuliana Mauren; Dr. Ir. Andam Dewi Syarif, MM",Yuliana Mauren; Ir. Andam Dewi Syarif,Yuliana Mauren; D. Mm,variant
10.33516/maj.v57i7.68-71p,authors,P. K. Manoj,P K Manoj,P. Manoj,variant
10.3390/su152416872,authors,Isa Cakir; Philipp Aerni; Manfred Max Bergman; Benjamin Cakir,Isa Cakir; Philipp Aerni; Manfred Max Bergman; Benjamin Cakir,Isa Cakir; P. Aerni; Max Bergman; Benjamin Cakir,variant
10.60079/aaar.v2i1.167,authors,Margaretha Beatrik Dasinapa,Margaretha Beatrik Dasinapa,M. B. Dasinapa,variant
10.34659/eis.2025.94.3.1167,authors,Justyna Berniak-Woźny,Justyna Berniak‐Woźny,Justyna Berniak-Woźny,variant
10.3390/su13158500,authors,Yuexiang Yang; Zhihui Du; Zhen Zhang; Guanqun Tong; Rongxi Zhou,Yuexiang Yang; Zhihui Du; Zhen Zhang; Guanqun Tong; Rongxi Zhou,Yuexiang Yang; Z. Du; Zhen Zhang; Guanqun Tong; Rongxi Zhou,variant
10.20961/jiep.v24i2.93527,authors,Tabah Rizki; Halim Dedy Perdana,Tabah Rizki; Halim Dedy Perdana,Tabah Rizki; H. Perdana,variant
10.3390/su14010209,authors,Salim Chouaibi; Matteo Rossi; Dario Siggia; Jamel Chouaibi,Salim Chouaibi; Matteo Rossi; Dario Siggia; Jamel Chouaibi,Salim Chouaibi; M. Rossi; Dario Siggia; Jamel Chouaibi,variant
10.33005/jasf.v3i1.69,title,"Disclosure on Sustainability Reports, Foreign Board, Foreign Ownership, Indonesia Sustainability Reporting Awards, and Firm Value","Disclosure on Sustainability Reports, Foreign Board, Foreign Ownership, Indonesia Sustainability Reporting Awards, and Firm Value","Disclosure on Sustainability Reports, Foreign Board, Foreign Ownership, Indonesia Sustainability Reporting Awards and Firm Value",variant
10.1108/sampj-03-2021-0095,year,2022,2021,2021,variant
10.1108/sampj-03-2021-0095,journal,"Sustainability Accounting, Management and Policy Journal",Sustainability Accounting Management and Policy Journal,"Sustainability Accounting, Management and Policy Journal",variant
10.1108/sampj-03-2021-0095,authors,Li Li Eng; Mahelet Fikru; Thanyaluk Vichitsarawong,Li Li Eng; Mahelet G. Fikru; Thanyaluk Vichitsarawong,L. Eng; Mahelet G. Fikru; Thanyaluk Vichitsarawong,variant
10.34190/ecmlg.20.1.2981,journal,European Conference on Management Leadership and Governance,"Proceedings of the ... European conference on management, leadership and governance",European Conference on Management Leadership and Governance,variant
10.34190/ecmlg.20.1.2981,authors,Ludmila Walaszczyk; Remigiusz Mazur,Ludmiła Walaszczyk; Remigiusz Mazur,L. Walaszczyk; R. Mazur,variant
